Blog	four	looking	second	here	music	until	example	want	feature	wrong	easier	series	re	wasn	service	needed	project	came	than	best	men	asked	chrome	much	life	worked	things	had	easy	possible	right	old	people	o	support	call	happy	inside	time	leave	team	love	working	awesome	such	data	years	course	didn	internet	million	quite	city	future	san	say	saw	note	take	ways	going	where	sites	screen	many	wants	photos	technology	being	around	world	power	favorite	image	her	gone	am	original	tv	th	large	small	past	hours	social	action	via	company	learn	sense	huge	its	always	found	really	research	major	sell	self	also	play	sometimes	set	see	currently	available	last	whole	community	read	recent	person	couple	d	anything	into	link	line	posted	us	ago	having	code	results	young	try	video	let	great	makes	tools	next	high	process	move	doing	could	system	face	fact	should	hope	means	stuff	edition	email	co	off	less	web	five	become	software	problem	worth	red	above	told	word	work	interview	after	order	office	then	them	network	created	another	do	away	terms	com	air	voice	hand	photo	thanks	night	comments	post	months	way	war	true	update	together	global	change	usually	market	live	car	write	product	remember	still	half	now	year	space	shows	online	america	only	between	article	comes	these	media	thinking	real	early	business	aren	start	lot	trying	building	since	month	very	family	put	almost	site	history	help	actually	android	event	issue	ask	launch	american	mobile	latest	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	popular	step	within	computer	doesn	happens	youtube	go	does	facebook	download	started	control	links	including	him	front	keep	exactly	need	able	based	she	state	party	well	page	twitter	home	he	friends	using	companies	likely	even	ever	never	tell	give	before	better	weeks	went	side	open	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	make	left	human	yes	yet	down	digital	weekend	daily	finally	did	run	making	may	maybe	talk	nbsp	group	interesting	thing	think	first	long	little	anyone	were	performance	especially	show	behind	get	reading	morning	enough	across	similar	according	among	those	different	same	money	images	e	videos	general	again	important	u	starting	public	search	two	share	needs	coming	through	good	button	everyone	house	hard	idea	done	least	part	built	click	build	most	find	giant	common	please	point	simple	simply	understand	talking	fun	itself	yesterday	spent	big	bit	google	often	back	either	forward	single	giving	others	bunch	ll	age	day	announced	ipad	text	national	taking	value	center	thought	add	works	buy	j	special	under	every	school	street	changes	would	phone	must	me	times	end	over	writing	each	driving	got	free	days	already	top	too	tool	took	though	watch	amazon	report	full	however	news	experience	several	everything	head	hear	check	no	cool	says	goes	iphone	today	continue	local	information	happened	name	turn	place	white	released	any	ideas	sure	later	come	case	myself	someone	html	week	without	model	seems	blog	there	program	far	list	design	version	known	rather	short	might	number	man	expect	friday	feel	story	store	kind	added	nothing	his	hit	art	recently	attention	question	called	users	helping	once	issues	apple	heart	app	use	few	women	getting	something	six	instead	looks	our	york	which	who	why	view	stories	job	april	perhaps	gets	other	smart	know	press	because	lead	create	own	apps	made	whether	book
ReadWrite	2	2	1	8	4	2	2	15	4	2	2	2	16	3	10	1	6	1	22	9	9	4	0	5	4	2	6	12	4	5	9	5	48	3	1	5	1	1	19	3	15	5	4	0	9	23	13	5	9	6	2	1	0	11	2	7	0	2	10	7	6	15	5	4	9	5	3	15	9	12	13	1	0	12	3	1	2	2	2	0	3	3	8	1	8	2	5	29	7	9	1	67	7	4	5	3	2	5	2	43	7	4	5	31	2	2	4	2	0	3	7	3	0	9	3	36	3	0	1	2	4	3	19	7	6	6	2	9	5	9	2	12	3	7	5	4	18	12	1	3	12	1	5	0	1	7	3	9	7	6	2	7	32	12	2	6	3	2	6	13	1	14	17	6	6	40	5	2	8	18	2	0	5	0	5	3	4	5	1	2	7	4	25	1	4	7	7	1	6	3	6	5	8	9	0	4	24	6	19	9	0	1	6	3	17	9	7	8	12	4	2	10	5	8	6	7	3	6	6	7	4	8	2	3	3	7	2	3	11	26	1	3	5	4	1	23	1	1	5	3	2	5	3	6	1	8	24	3	7	11	1	3	0	2	10	16	1	0	12	8	47	1	3	7	3	5	1	3	3	2	14	8	12	4	4	4	12	5	35	21	14	5	16	12	11	20	6	9	4	3	7	5	0	0	2	11	7	10	2	3	5	4	20	13	1	5	5	20	3	0	1	8	26	4	1	6	4	6	9	1	2	1	3	5	7	30	1	7	130	2	2	8	14	8	8	5	7	4	0	2	6	4	28	4	1	4	2	3	4	3	14	12	6	3	4	6	2	2	4	4	6	3	3	1	8	9	10	0	18	9	1	8	1	8	12	1	7	10	6	3	6	19	9	2	1	1	5	2	4	2	4	4	4	3	2	7	4	23	8	7	5	0	2	5	5	0	14	1	5	5	7	10	5	0	3	3	2	4	5	3	1	3	2	15	2	2	2	24	21	1	14	8	4	9	6	15	1	3	11	2	8	4	12	10	3	15	4	15	4	2	6	1	6	3	6	3	3	4	14	2	5	2	18	3	2	1	8	2	2	12	6	1	1	8	12	6	6	14	4	4	6	6	9	9	2	6	2	21	2	7	5	5	6	1	5	1	19	6	1	1	3	5	2	3	1	3	0	12	4	2	7	2	1	3	43	2	5	4	91	2	51	23	13	15	3	7	0	7	0	24	2	28	22	14	4	4	2	2	4	5	37	15	12	1	16	7	3	15	39	1	7	6
Lifehack	0	0	0	2	0	0	0	4	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	5	2	0	11	0	2	0	1	0	5	0	0	0	3	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	20	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	2	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	0	2	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	5	0	1	1	3	2	0	0	2	5	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	1	0	20	4	0	3	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	20	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	2	1	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	6	0	0	0	1	4	0	1	1	0
Lifehacker	1	0	0	4	0	0	1	4	0	1	0	0	4	1	1	0	0	0	0	4	0	0	3	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	6	1	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	24	1	2	0	2	0	4	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	3	1	2	1	1	1	0	2	0	0	0	0	5	0	1	0	0	0	4	0	1	1	4	0	0	0	2	0	0	1	0	0	0	2	1	3	0	0	0	3	0	0	0	0	1	4	0	0	0	2	0	2	1	1	3	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	1	0	1	0	5	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	2	1	2	1	0	0	3	0	2	0	0	0	0	0	3	0	2	1	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	2	0	0	2	0	0	4	0	1	0	0	2	1	0	0	1	0	0	3	1	0	0	0	4	0	0	0	1	0	0	0	0	0	4	1	0	0	1	6	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	2	0	2	0	0	1	1	1	0	4	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	7	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	3	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	2	3	0	1	1	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	3	1	4	0	1	0	0	2	0	3	0	2	0	1	0	0	0	0	0	0	3	2	1	0	0	0	1	5	8	0	0	0
Google Operating System	0	1	3	9	16	1	4	2	17	0	4	0	13	2	5	0	1	0	8	5	0	0	18	0	0	0	1	0	1	3	5	0	4	0	10	0	0	0	5	0	1	1	0	2	1	2	0	0	3	2	2	0	1	0	0	1	1	3	1	1	0	2	2	1	2	1	30	0	0	2	2	1	4	2	0	0	0	0	1	0	2	1	1	0	0	2	4	0	0	0	0	1	3	2	1	0	1	1	0	21	28	0	1	5	2	7	4	0	1	2	1	0	0	0	0	3	4	0	0	5	2	1	2	2	0	3	11	1	0	1	0	3	0	0	4	0	1	2	0	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	0	3	2	0	7	0	0	4	8	1	0	5	1	2	0	5	0	2	0	5	6	1	0	0	1	4	0	0	0	0	0	2	0	0	2	0	1	0	1	5	0	28	4	0	9	1	0	16	2	1	0	3	0	0	0	0	1	1	1	3	0	1	0	0	2	1	0	2	8	0	0	2	19	1	1	0	1	0	9	1	1	0	2	3	0	2	0	0	0	1	0	10	0	0	1	1	1	2	3	2	21	7	0	0	1	0	2	1	7	0	0	3	0	2	3	2	0	1	0	5	7	0	2	0	1	7	0	0	5	2	0	1	1	1	0	0	0	0	5	1	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	1	0	0	0	0	2	2	0	0	12	0	1	1	1	5	0	0	1	1	0	2	4	0	5	0	0	0	0	0	0	0	0	2	5	0	10	2	10	0	0	2	1	3	4	13	2	3	0	0	3	1	7	0	0	0	0	0	1	0	1	20	0	5	10	0	0	1	0	0	1	0	0	0	0	0	0	1	1	84	1	2	1	1	0	0	1	0	11	0	0	0	0	4	0	0	0	0	0	6	3	1	2	0	0	0	0	1	5	2	4	0	1	4	0	1	0	2	1	2	0	2	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	5	5	0	1	0	0	2	3	1	7	0	0	0	3	0	0	7	0	1	0	0	1	0	1	17	1	3	0	1	4	7	0	0	4	1	0	0	0	0	0	2	0	0	1	0	1	6	0	9	1	0	0	0	2	0	0	3	7	0	0	0	1	0	23	10	4	0	0	1	0	1	0	2	1	9	0	2	0	6	0	1	0	1	9	1	1	6	1	0	2	4	19	0	2	0
ShoeMoney	0	2	3	4	0	0	0	1	1	1	0	0	6	0	2	0	0	1	1	1	3	0	0	2	0	0	3	4	1	0	3	1	6	0	0	0	1	0	1	0	2	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	1	0	1	2	0	0	0	0	2	2	1	0	0	0	1	0	1	0	0	0	6	2	0	1	5	2	0	1	0	1	1	2	4	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	0	4	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	1	0	1	1	0	0	2	1	3	1	2	3	0	0	1	2	3	2	0	4	1	0	1	0	0	6	2	0	1	1	1	4	0	1	0	0	1	1	1	1	2	0	3	0	0	0	2	0	0	4	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	1	6	0	0	2	0	1	0	0	0	1	6	1	1	0	1	0	3	3	0	3	1	3	1	0	2	2	5	0	0	0	2	0	0	0	0	1	1	0	2	1	0	0	0	1	0	2	3	3	0	1	1	2	1	0	1	0	9	1	0	3	1	0	1	0	2	2	0	0	0	2	0	0	6	0	0	1	2	0	1	0	0	0	1	7	0	0	0	2	3	0	0	0	0	2	1	2	3	0	0	1	0	0	1	1	0	0	0	0	0	3	0	5	0	0	0	1	1	0	0	0	1	1	3	2	0	0	0	0	0	0	1	0	0	0	4	0	0	3	1	0	0	4	1	1	6	0	0	1	1	0	0	2	13	1	0	0	0	1	0	0	1	2	0	0	1	1	0	0	0	1	3	1	4	1	1	0	0	0	0	0	3	0	0	2	0	0	2	4	4	1	0	2	0	0	0	0	6	1	1	0	2	3	0	0	1	1	0	2	0	0	2	1	0	0	12	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	5	0	1	0	0	1	0	3	0	3	1	0	1	0	0	0	0	1	1
Kotaku	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2	2	0	0	0	1	2	0	0	0	1	4	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	2	0	0	1	0	0	24	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	2	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	0	0	1	1	3	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	1	0	0	0	1	1	0	0	0	2	2	1	3	0	0	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	1	1	0	0	2	0	1	0	8	0	0	1	0	1	0	0	2	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	1	0	1	1	1	0	0	0	2	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	1	1	0	0	0	0	2	1	2	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	2	5	0	0	0	1	2	0	0	2	0	0	0	2	3	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	2	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	7	2	1	0	1	0	0	0	0	0	0	1	0	3	0	0	1	0	1	0	1
Mashable	0	2	3	0	0	2	1	1	1	0	1	3	1	1	1	3	0	0	7	1	6	2	0	4	1	1	1	5	1	2	0	2	6	1	1	2	0	1	10	0	1	5	1	1	2	1	5	1	1	0	1	0	7	1	4	0	0	1	1	0	0	5	0	3	3	3	1	0	3	8	23	3	2	1	0	0	0	0	5	1	2	0	0	2	5	1	0	2	0	2	1	10	1	2	0	1	0	0	7	24	3	0	2	24	0	1	1	0	3	31	2	1	0	2	0	6	0	1	0	15	0	1	4	0	0	1	6	0	0	0	0	2	3	3	0	0	5	0	1	4	1	0	1	0	0	0	2	4	0	0	1	1	4	2	0	0	2	7	1	4	0	7	1	2	3	3	0	2	0	3	2	0	1	0	0	3	1	1	3	4	2	0	4	0	1	0	1	0	0	0	0	3	7	0	0	1	2	1	3	2	0	0	4	3	3	2	0	1	2	3	0	5	1	1	1	0	0	0	1	1	0	1	2	2	0	3	3	1	0	3	2	1	2	0	1	3	2	1	2	2	1	1	0	4	2	1	2	2	0	1	5	2	1	1	0	3	1	1	3	0	0	0	4	0	0	0	2	0	0	1	0	2	1	0	0	0	0	0	6	2	11	1	4	0	0	9	6	2	1	2	7	4	1	0	0	0	0	4	0	0	2	2	2	7	2	1	0	9	0	0	1	0	3	1	0	0	3	4	0	1	1	0	1	2	2	3	3	0	0	2	0	2	0	8	1	3	2	8	0	0	0	3	4	0	0	3	2	0	4	3	4	2	4	1	1	0	6	0	4	0	2	0	2	4	5	6	1	0	1	1	2	0	0	1	0	2	1	2	2	0	0	9	1	1	0	0	4	0	1	0	0	0	1	0	2	1	3	6	1	1	0	3	3	0	3	0	4	1	5	0	0	0	4	2	0	0	0	4	0	2	3	0	1	3	0	0	0	3	1	1	2	1	0	4	3	1	5	0	1	2	0	2	0	0	0	0	1	0	1	0	0	5	0	0	0	1	0	0	2	0	0	1	0	1	0	3	0	0	2	0	1	1	1	0	0	2	0	0	0	0	2	0	1	8	0	0	0	4	2	2	0	0	0	2	1	0	0	2	9	0	2	1	4	0	1	0	2	22	0	0	0	0	0	2	4	0	2	2	5	0	1	0	0	2	1	4	2	1	0	7	6	4	15	1	0	0	1	1	0	0	3	2	3	1	2	0	0	1	7	1	0	1
WIRED	0	0	1	3	0	0	0	0	0	0	1	1	1	1	1	0	1	0	2	1	1	0	0	0	2	0	1	1	0	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	1	2	0	0	1	0	2	0	0	1	0	0	1	0	0	2	1	1	3	0	2	7	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	3	0	0	0	5	0	1	0	0	0	0	0	2	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	0	1	1	2	0	0	3	1	0	0	0	5	0	0	0	0	0	2	0	0	3	0	3	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	2	0	1	1	1	0	0	2	0	0	1	0	0	2	2	1	0	3	0	1	2	0	2	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	2	1	0	0	3	0	1	0	3	1	1	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	2	1	1	0	0	2	0	1	0	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	0	3	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	1	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	0	0	2	0	0	1	0	1	0	0	0	1	3	2	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	0	0	0
TechCrunch	0	3	1	2	0	0	0	0	1	0	0	0	4	0	1	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	2	0	1	0	3	0	0	0	1	0	0	2	0	1	0	1	4	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	1	1	3	1	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	14	0	0	2	15	0	0	0	1	0	2	3	0	2	0	1	0	2	1	1	0	0	20	0	0	0	5	0	3	0	0	0	0	0	0	5	1	0	1	3	2	0	2	0	0	2	0	1	0	3	0	0	0	1	0	1	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	3	2	2	1	0	0	0	3	1	0	2	0	0	0	7	1	1	0	0	1	0	0	0	1	0	1	2	0	1	0	1	0	2	1	0	0	2	0	0	0	0	0	2	2	0	2	2	1	0	3	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	1	0	4	1	2	1	3	0	3	3	2	0	0	3	1	0	0	0	1	0	0	1	2	4	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	2	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	2	0	0	1	20	2	0	0	2	5	2	2	0	1	0	1	0	0	1	0	0	0	2	0	0	0	1	1	1	0	0	1	0	0	0	0	3	1	0	6	0	1	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	15	1	0	1	0	1	0	0	0	0	0	1	2	6	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	4	0	1	3	0	1	1	0	1	0	0	1	0	2	1	0	1	0	0	0	1	0	1	0	0	3	0	3	0	1	9	0	2	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	4	1	0	0	0	1	0	8	0	0	0	0	0	0	1	1	0	0	6	1	1	0	0	1	0	1	0	3	1	0	0	2	0	0	2	0	1	1	0
Gizmodo	1	0	0	2	1	3	0	1	1	0	0	0	3	0	0	0	0	1	1	2	2	0	0	1	0	2	3	1	2	1	1	1	7	0	0	0	0	1	4	0	0	1	0	1	0	3	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0	2	0	6	0	0	1	0	0	0	0	0	1	1	1	2	1	2	0	0	0	0	0	0	10	2	1	0	0	1	2	2	1	1	0	1	3	0	1	0	0	0	25	0	1	0	0	1	5	0	0	1	0	0	1	0	0	1	1	4	1	0	0	0	0	1	0	0	1	2	2	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	1	4	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	3	0	0	3	0	0	0	0	0	1	8	0	0	1	2	2	5	3	2	0	1	0	1	0	0	1	1	0	0	3	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	6	0	0	0	0	2	1	0	2	3	0	0	0	0	1	0	0	2	2	0	2	0	1	0	0	1	0	3	0	0	1	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	1	0	0	1	6	0	1	0	0	1	1	0	0	0	0	3	0	0	1	0	0	1	1	3	1	0	3	4	2	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	3	1	3	1	0	0	0	0	0	1	0	2	0	1	0	1	0	0	3	1	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	2	2	0	0	0	0	0	0	2	0	1	0	0	0	0	3	4	1	0	2	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	2	0	0	1	1	2	0	0	0	1	0	0	2	2	0	1	1	0	1	0	0	2	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	1	1	1	2	0	0	3	5	1	0	1	0	0	2	2	0	2	0	5	0	0	2	0	0	1	0
Neil Gaiman's Journal	3	8	6	64	10	17	0	23	0	3	2	6	4	7	3	4	7	14	16	15	1	16	0	24	11	1	49	43	0	2	12	12	59	0	1	4	12	1	44	4	0	15	3	0	8	0	25	2	13	1	7	7	1	3	13	13	6	5	10	4	39	36	0	2	14	0	4	0	18	8	20	0	3	1	22	7	42	5	7	48	0	14	0	3	4	0	6	2	4	1	7	17	3	7	31	0	1	2	1	36	7	7	3	47	3	5	21	6	0	45	1	8	9	34	6	29	19	7	25	26	9	6	1	0	2	3	13	11	4	4	0	7	1	4	3	17	14	1	4	0	22	9	9	9	9	3	9	11	1	3	5	5	0	3	2	4	4	12	2	11	17	11	10	0	30	51	1	5	3	46	5	0	38	0	4	7	11	0	20	3	7	5	12	1	5	2	6	0	0	2	1	3	1	9	5	9	15	4	41	27	4	1	1	2	31	7	9	6	12	7	2	6	4	1	3	6	13	6	0	12	1	33	14	24	4	4	3	8	8	4	10	0	5	1	12	0	1	7	4	5	1	9	10	7	8	14	23	2	4	1	4	2	0	2	3	4	3	2	32	10	6	0	5	0	3	4	19	4	6	4	9	4	0	41	3	0	10	14	15	1	58	4	1	0	1	15	16	8	14	6	23	4	7	18	2	5	0	2	0	3	3	9	22	57	4	4	4	16	2	0	10	11	23	6	3	9	7	7	0	3	1	8	30	5	6	20	0	16	297	1	5	16	23	27	14	13	7	33	4	2	10	4	36	27	10	6	2	0	2	0	9	13	11	3	3	0	1	2	10	4	0	1	6	4	32	2	3	8	10	11	0	6	21	2	7	18	4	11	2	6	0	20	7	2	1	6	9	0	3	2	7	10	3	6	3	7	8	6	1	20	2	4	0	1	2	2	36	5	25	5	4	3	3	3	0	0	10	0	2	7	5	7	3	3	7	1	1	41	5	3	120	1	22	22	25	10	3	20	6	12	13	3	12	0	10	1	4	9	3	4	1	15	2	2	6	5	4	3	22	3	5	2	1	18	0	3	7	2	7	3	10	1	2	13	0	10	11	21	4	11	7	7	14	2	0	3	23	62	0	8	3	2	7	5	5	6	16	2	6	2	8	8	26	2	16	4	4	25	3	33	2	4	3	5	0	0	6	1	2	3	1	5	15	0	6	27	5	4	4	11	26	57	58	14	2	10	3	6	2	1	17	0	28	3	35	1	0	5	3	20	2	62
